delhi_solarpv,delhi_onshorewind,maharashtra_solarpv,maharashtra_onshorewind,rajasthan_solarpv,rajasthan_onshorewind
0.674,0.153,0.57,0.015,0.381,0.025
0.628,0.239,0.529,0.017,0.292,0.168
0.528,0.376,0.482,0.018,0.243,0.269
0.382,0.488,0.371,0.02,0.213,0.282
0.303,0.51,0.243,0.026,0.252,0.298
0.192,0.465,0.125,0.048,0.203,0.311
0.048,0.414,0.031,0.126,0.08,0.361
0,0.411,0,0.375,0.002,0.43
0,0.278,0,0.645,0,0.5
0,0.59,0,0.751,0,0.611
0,0.955,0,0.768,0,0.719
0,0.968,0,0.728,0,0.761
0,0.933,0,0.64,0,0.764
0,0.788,0,0.523,0,0.745
0,0.641,0,0.401,0,0.694
0,0.537,0,0.3,0,0.566
0,0.397,0,0.19,0,0.433
0,0.34,0,0.098,0,0.389
0,0.29,0,0.045,0,0.362
0.012,0.214,0.056,0.044,0.022,0.354
0.062,0.422,0.192,0.093,0.145,0.536
0.24,0.21,0.303,0.009,0.319,0.709
0.467,0,0.368,0,0.521,0.815
0.464,0.008,0.412,0.024,0.645,0.889
0.396,0.036,0.505,0.1,0.695,0.929
0.341,0.094,0.573,0.207,0.683,0.949
0.33,0.19,0.548,0.331,0.599,0.955
0.226,0.214,0.424,0.428,0.521,0.933
0.117,0.187,0.253,0.494,0.397,0.867
0.053,0.143,0.112,0.575,0.238,0.737
0.011,0.16,0.025,0.677,0.075,0.551
0,0.189,0,0.806,0.003,0.374
0,0.178,0,0.876,0,0.358
0,0.32,0,0.883,0,0.405
0,0.605,0,0.82,0,0.384
0,0.75,0,0.739,0,0.342
0,0.697,0,0.584,0,0.345
0,0.377,0,0.442,0,0.352
0,0.086,0,0.323,0,0.311
0,0.079,0,0.279,0,0.228
0,0.148,0,0.257,0,0.142
0,0.199,0,0.233,0,0.073
0,0.216,0,0.242,0,0.018
0.018,0.253,0.061,0.295,0.035,0
0.083,0.303,0.237,0.338,0.195,0
0.247,0.404,0.423,0.249,0.389,0.02
0.328,0.537,0.567,0.147,0.559,0.08
0.327,0.586,0.661,0.106,0.673,0.159
0.323,0.486,0.705,0.097,0.732,0.26
0.307,0.335,0.704,0.116,0.726,0.382
0.306,0.21,0.659,0.159,0.681,0.478
0.223,0.142,0.569,0.208,0.601,0.483
0.164,0.09,0.431,0.262,0.469,0.424
0.085,0.079,0.251,0.333,0.304,0.358
0.029,0.097,0.063,0.436,0.116,0.312
0,0.07,0,0.622,0.006,0.335
0,0.046,0,0.762,0,0.431
0,0.128,0,0.817,0,0.486
0,0.254,0,0.796,0,0.511
0,0.343,0,0.697,0,0.515
0,0.281,0,0.591,0,0.519
0,0.164,0,0.513,0,0.534
0,0.074,0,0.471,0,0.551
0,0.041,0,0.474,0,0.559
0,0.087,0,0.491,0,0.548
0,0.177,0,0.496,0,0.527
0.002,0.21,0,0.495,0,0.494
0.103,0.104,0.066,0.321,0.037,0.359
0.297,0.049,0.259,0.321,0.205,0.224
0.478,0.01,0.444,0.212,0.397,0.261
0.612,0.001,0.585,0.034,0.554,0.321
0.696,0,0.676,0,0.662,0.348
0.734,0.001,0.718,0,0.716,0.334
0.714,0.002,0.713,0.002,0.727,0.305
0.653,0.007,0.664,0.005,0.69,0.29
0.547,0.014,0.57,0.006,0.604,0.272
0.388,0.025,0.429,0.008,0.473,0.27
0.205,0.038,0.247,0.01,0.3,0.274
0.044,0.068,0.062,0.014,0.116,0.256
0,0.152,0,0.034,0.006,0.215
0,0.255,0,0.097,0,0.154
0,0.338,0,0.279,0,0.121
0,0.38,0,0.548,0,0.117
0,0.38,0,0.712,0,0.108
0,0.364,0,0.785,0,0.09
0,0.349,0,0.79,0,0.063
0,0.356,0,0.785,0,0.05
0,0.397,0,0.777,0,0.073
0,0.443,0,0.758,0,0.114
0,0.46,0,0.727,0,0.126
0.003,0.431,0,0.688,0,0.109
0.104,0.193,0.064,0.514,0.037,0.082
0.296,0.116,0.246,0.393,0.207,0.021
0.474,0.099,0.426,0.338,0.399,0
0.609,0.04,0.566,0.134,0.556,0.003
0.693,0.02,0.656,0.014,0.663,0.003
0.725,0.016,0.701,0.002,0.725,0.006
0.715,0.021,0.696,0.005,0.734,0.016
0.659,0.031,0.648,0.018,0.697,0.037
0.548,0.049,0.555,0.038,0.609,0.064
0.399,0.064,0.417,0.064,0.478,0.084
0.219,0.07,0.239,0.097,0.305,0.09
0.055,0.087,0.061,0.158,0.117,0.081
0,0.136,0,0.303,0.006,0.055
0,0.183,0,0.559,0,0.012
0,0.216,0,0.763,0,0.001
0,0.227,0,0.837,0,0
0,0.232,0,0.823,0,0
0,0.25,0,0.686,0,0.003
0,0.293,0,0.598,0,0.01
0,0.356,0,0.582,0,0.018
0,0.42,0,0.624,0,0.029
0,0.442,0,0.622,0,0.057
0,0.402,0,0.483,0,0.117
0.003,0.302,0,0.431,0,0.176
0.106,0.1,0.065,0.243,0.038,0.169
0.3,0.013,0.25,0.217,0.211,0.082
0.474,0.006,0.429,0.133,0.401,0.043
0.607,0.005,0.566,0.049,0.551,0.034
0.689,0.01,0.655,0.036,0.655,0.05
0.719,0.018,0.695,0.043,0.704,0.076
0.708,0.03,0.692,0.058,0.713,0.1
0.65,0.046,0.645,0.075,0.677,0.118
0.536,0.059,0.555,0.098,0.577,0.119
0.379,0.07,0.417,0.133,0.446,0.11
0.21,0.085,0.24,0.178,0.278,0.102
0.054,0.117,0.06,0.264,0.106,0.098
0,0.174,0,0.512,0.006,0.112
0,0.206,0,0.73,0,0.112
0,0.231,0,0.806,0,0.122
0,0.257,0,0.842,0,0.139
0,0.274,0,0.784,0,0.196
0,0.277,0,0.68,0,0.328
0,0.273,0,0.578,0,0.505
0,0.274,0,0.508,0,0.611
0,0.276,0,0.432,0,0.659
0,0.271,0,0.348,0,0.677
0,0.247,0,0.279,0,0.683
0.004,0.201,0,0.213,0,0.676
0.106,0.089,0.065,0.149,0.037,0.573
0.297,0.014,0.243,0.15,0.193,0.35
0.468,0.053,0.408,0.095,0.377,0.279
0.595,0.086,0.547,0.041,0.527,0.209
0.675,0.102,0.638,0.014,0.627,0.16
0.707,0.144,0.69,0.008,0.682,0.151
0.696,0.213,0.687,0.008,0.69,0.148
0.641,0.316,0.64,0.012,0.654,0.142
0.525,0.412,0.548,0.019,0.58,0.126
0.375,0.468,0.412,0.035,0.454,0.1
0.202,0.486,0.237,0.058,0.287,0.084
0.051,0.455,0.06,0.104,0.111,0.083
0,0.455,0,0.256,0.007,0.142
0,0.458,0,0.523,0,0.258
0,0.429,0,0.809,0,0.45
0,0.349,0,0.865,0,0.64
0,0.249,0,0.809,0,0.765
0,0.169,0,0.693,0,0.839
0,0.117,0,0.57,0,0.874
0,0.081,0,0.508,0,0.865
0,0.041,0,0.459,0,0.803
0,0.014,0,0.417,0,0.713
0,0.006,0,0.398,0,0.625
0.004,0.003,0,0.391,0,0.546
0.102,0.002,0.065,0.293,0.038,0.394
0.288,0,0.248,0.598,0.197,0.169
0.456,0.002,0.424,0.718,0.381,0.119
0.586,0.014,0.559,0.597,0.528,0.092
0.668,0.038,0.646,0.454,0.626,0.078
0.699,0.085,0.687,0.329,0.676,0.096
0.689,0.17,0.683,0.238,0.684,0.124
0.635,0.292,0.636,0.178,0.649,0.159
0.529,0.41,0.545,0.148,0.563,0.175
0.385,0.517,0.409,0.133,0.436,0.174
0.212,0.594,0.234,0.124,0.272,0.17
0.054,0.587,0.059,0.129,0.105,0.185
0,0.605,0,0.211,0.007,0.281
0,0.626,0,0.336,0,0.388
0,0.61,0,0.42,0,0.565
0,0.555,0,0.499,0,0.761
0,0.474,0,0.577,0,0.874
0,0.402,0,0.602,0,0.92
0,0.348,0,0.614,0,0.931
0,0.302,0,0.604,0,0.928
0,0.23,0,0.527,0,0.903
0,0.152,0,0.425,0,0.868
0,0.091,0,0.335,0,0.834
0.004,0.049,0,0.246,0,0.805
0.102,0.021,0.065,0.102,0.038,0.745
0.284,0.009,0.246,0.043,0.19,0.639
0.452,0.001,0.421,0.128,0.37,0.619
0.573,0.049,0.552,0.15,0.516,0.763
0.65,0.105,0.637,0.143,0.616,0.756
0.687,0.166,0.682,0.128,0.662,0.688
0.675,0.236,0.679,0.114,0.673,0.673
0.62,0.317,0.633,0.097,0.641,0.695
0.508,0.396,0.536,0.079,0.572,0.637
0.367,0.445,0.4,0.069,0.448,0.522
0.2,0.435,0.228,0.068,0.284,0.432
0.052,0.329,0.059,0.075,0.111,0.384
0,0.176,0,0.091,0.008,0.41
0,0.054,0,0.074,0,0.451
0,0.018,0,0.036,0,0.618
0,0.015,0,0.021,0,0.824
0,0.021,0,0.021,0,0.927
0,0.038,0,0.02,0,0.958
0,0.064,0,0.029,0,0.95
0,0.085,0,0.055,0,0.905
0,0.133,0,0.082,0,0.794
0,0.206,0,0.094,0,0.67
0,0.272,0,0.102,0,0.603
0.004,0.321,0,0.099,0,0.586
0.101,0.196,0.064,0.048,0.041,0.503
0.275,0.094,0.239,0.006,0.2,0.338
0.44,0.064,0.411,0.04,0.382,0.359
0.562,0.019,0.543,0.09,0.519,0.608
0.639,0.002,0.629,0.139,0.605,0.775
0.66,0,0.67,0.174,0.622,0.802
0.65,0,0.667,0.186,0.582,0.787
0.597,0,0.621,0.186,0.571,0.756
0.488,0.003,0.534,0.191,0.53,0.694
0.351,0.014,0.4,0.204,0.41,0.622
0.19,0.038,0.229,0.209,0.247,0.577
0.051,0.058,0.059,0.212,0.097,0.545
0,0.073,0,0.231,0.007,0.548
0,0.099,0,0.26,0,0.658
0,0.109,0,0.31,0,0.784
0,0.109,0,0.37,0,0.848
0,0.121,0,0.423,0,0.88
0,0.15,0,0.453,0,0.883
0,0.184,0,0.466,0,0.859
0,0.198,0,0.468,0,0.849
0,0.165,0,0.435,0,0.822
0,0.127,0,0.385,0,0.749
0,0.118,0,0.339,0,0.607
0.004,0.135,0,0.289,0,0.439
0.097,0.105,0.064,0.152,0.038,0.27
0.263,0.049,0.233,0.097,0.181,0.184
0.419,0.032,0.403,0.091,0.354,0.116
0.534,0.016,0.535,0.063,0.501,0.057
0.612,0.005,0.62,0.045,0.6,0.051
0.651,0,0.666,0.041,0.643,0.087
0.644,0.003,0.662,0.042,0.654,0.153
0.593,0.026,0.617,0.054,0.619,0.226
0.5,0.112,0.525,0.069,0.547,0.254
0.366,0.274,0.392,0.078,0.423,0.237
0.203,0.471,0.224,0.081,0.265,0.204
0.055,0.602,0.059,0.08,0.104,0.154
0,0.73,0,0.069,0.008,0.087
0,0.779,0,0.026,0,0.024
0,0.757,0,0.002,0,0.018
0,0.748,0,0,0,0.042
0,0.75,0,0.003,0,0.149
0,0.661,0,0.023,0,0.42
0,0.506,0,0.073,0,0.683
0,0.369,0,0.134,0,0.781
0,0.303,0,0.178,0,0.709
0,0.292,0,0.188,0,0.512
0,0.32,0,0.194,0,0.328
0.005,0.386,0,0.197,0,0.212
0.097,0.306,0.064,0.132,0.04,0.125
0.266,0.241,0.231,0.062,0.192,0.045
0.43,0.266,0.398,0.021,0.372,0.037
0.555,0.198,0.529,0.004,0.52,0.036
0.636,0.206,0.613,0.01,0.618,0.061
0.675,0.249,0.654,0.026,0.658,0.151
0.667,0.299,0.651,0.054,0.667,0.247
0.615,0.365,0.605,0.094,0.631,0.33
0.509,0.469,0.516,0.126,0.535,0.409
0.37,0.566,0.385,0.137,0.411,0.471
0.204,0.645,0.219,0.135,0.255,0.497
0.055,0.688,0.058,0.121,0.101,0.489
0,0.781,0,0.096,0.008,0.468
0,0.837,0,0.079,0,0.38
0,0.871,0,0.135,0,0.232
0,0.892,0,0.219,0,0.105
0,0.9,0,0.34,0,0.041
0,0.901,0,0.424,0,0.018
0,0.902,0,0.485,0,0.011
0,0.887,0,0.459,0,0.02
0,0.869,0,0.363,0,0.026
0,0.844,0,0.256,0,0.015
0,0.829,0,0.185,0,0.005
0.006,0.81,0,0.143,0,0.001
0.104,0.685,0.063,0.073,0.041,0.001
0.281,0.617,0.226,0.023,0.188,0.002
0.444,0.918,0.392,0.002,0.363,0
0.57,0.926,0.523,0.002,0.507,0.005
0.648,0.927,0.608,0.016,0.609,0.022
0.687,0.936,0.651,0.048,0.648,0.043
0.676,0.944,0.649,0.1,0.655,0.066
0.622,0.951,0.604,0.179,0.617,0.09
0.509,0.946,0.518,0.227,0.544,0.09
0.371,0.933,0.386,0.231,0.42,0.081
0.206,0.917,0.22,0.215,0.262,0.078
0.056,0.875,0.058,0.19,0.104,0.084
0,0.862,0,0.183,0.009,0.113
0,0.861,0,0.165,0,0.113
0,0.858,0,0.167,0,0.115
0,0.857,0,0.194,0,0.121
0,0.845,0,0.221,0,0.124
0,0.837,0,0.243,0,0.124
0,0.842,0,0.256,0,0.135
0,0.849,0,0.267,0,0.198
0,0.843,0,0.272,0,0.312
0,0.84,0,0.246,0,0.412
0,0.843,0,0.213,0,0.442
0.006,0.837,0,0.184,0,0.409
0.1,0.692,0.064,0.127,0.039,0.331
0.271,0.54,0.232,0.102,0.179,0.16
0.436,0.897,0.4,0.109,0.351,0.073
0.565,0.909,0.531,0.089,0.498,0.031
0.646,0.901,0.616,0.06,0.601,0.044
0.693,0.886,0.652,0.045,0.659,0.08
0.683,0.869,0.65,0.043,0.67,0.113
0.629,0.86,0.605,0.051,0.637,0.131
0.519,0.859,0.514,0.064,0.557,0.112
0.378,0.852,0.381,0.072,0.435,0.081
0.208,0.837,0.215,0.073,0.276,0.056
0.056,0.777,0.058,0.077,0.11,0.042
0,0.757,0,0.179,0.01,0.056
0,0.743,0,0.442,0,0.054
0,0.763,0,0.617,0,0.049
0,0.785,0,0.731,0,0.04
0,0.781,0,0.801,0,0.031
0,0.771,0,0.844,0,0.02
0,0.745,0,0.836,0,0.011
0,0.695,0,0.771,0,0.005
0,0.651,0,0.619,0,0.001
0,0.607,0,0.459,0,0
0,0.539,0,0.364,0,0.001
0.006,0.47,0,0.309,0,0.008
0.102,0.273,0.065,0.317,0.043,0.029
0.271,0.076,0.228,0.332,0.195,0.031
0.432,0.162,0.394,0.302,0.373,0.027
0.555,0.208,0.524,0.281,0.516,0.05
0.634,0.226,0.609,0.281,0.616,0.088
0.667,0.269,0.65,0.284,0.652,0.15
0.657,0.292,0.646,0.272,0.661,0.228
0.605,0.285,0.599,0.25,0.623,0.314
0.498,0.267,0.508,0.244,0.537,0.366
0.36,0.24,0.36,0.242,0.409,0.37
0.198,0.203,0.193,0.236,0.251,0.359
0.055,0.168,0.059,0.208,0.099,0.33
0,0.171,0,0.243,0.009,0.31
0,0.223,0,0.294,0,0.26
0,0.346,0,0.276,0,0.234
0,0.471,0,0.238,0,0.247
0,0.537,0,0.243,0,0.361
0,0.545,0,0.246,0,0.629
0,0.513,0,0.275,0,0.826
0,0.454,0,0.32,0,0.87
0,0.329,0,0.369,0,0.819
0,0.179,0,0.401,0,0.725
0,0.089,0,0.416,0,0.658
0.006,0.087,0,0.414,0,0.628
0.103,0.102,0.065,0.449,0.043,0.51
0.273,0.079,0.231,0.387,0.191,0.237
0.434,0.189,0.398,0.222,0.368,0.072
0.552,0.386,0.528,0.189,0.518,0.025
0.628,0.451,0.61,0.194,0.619,0.041
0.671,0.461,0.643,0.184,0.648,0.074
0.662,0.446,0.631,0.161,0.652,0.083
0.612,0.415,0.551,0.142,0.609,0.08
0.494,0.341,0.509,0.137,0.53,0.073
0.36,0.265,0.383,0.158,0.404,0.063
0.201,0.211,0.214,0.205,0.25,0.062
0.057,0.19,0.059,0.283,0.1,0.068
0,0.215,0,0.49,0.009,0.102
0,0.308,0,0.748,0,0.137
0,0.46,0,0.906,0,0.191
0,0.609,0,0.953,0,0.267
0,0.72,0,0.936,0,0.33
0,0.772,0,0.874,0,0.365
0,0.779,0,0.768,0,0.356
0,0.757,0,0.617,0,0.305
0,0.713,0,0.482,0,0.307
0,0.64,0,0.401,0,0.37
0,0.527,0,0.374,0,0.431
0.007,0.342,0,0.37,0,0.483
0.106,0.089,0.066,0.41,0.043,0.446
0.278,0.012,0.237,0.446,0.189,0.269
0.44,0.004,0.401,0.442,0.361,0.221
0.559,0,0.539,0.405,0.504,0.127
0.638,0.004,0.623,0.355,0.607,0.051
0.66,0.026,0.66,0.305,0.67,0.02
0.653,0.066,0.655,0.272,0.68,0.008
0.603,0.111,0.607,0.267,0.646,0.013
0.488,0.123,0.519,0.294,0.558,0.023
0.352,0.103,0.385,0.385,0.434,0.035
0.193,0.084,0.218,0.545,0.274,0.039
0.055,0.092,0.058,0.738,0.11,0.047
0,0.135,0,0.855,0.011,0.096
0,0.202,0,0.867,0,0.16
0,0.233,0,0.854,0,0.254
0,0.209,0,0.829,0,0.379
0,0.196,0,0.818,0,0.488
0,0.199,0,0.82,0,0.571
0,0.214,0,0.807,0,0.635
0,0.219,0,0.769,0,0.679
0,0.211,0,0.735,0,0.634
0,0.214,0,0.689,0,0.537
0,0.259,0,0.617,0,0.456
0.007,0.375,0,0.523,0,0.391
0.097,0.373,0.066,0.494,0.045,0.311
0.25,0.312,0.234,0.449,0.199,0.149
0.395,0.486,0.406,0.369,0.379,0.05
0.518,0.526,0.54,0.29,0.523,0.022
0.598,0.455,0.626,0.225,0.627,0.014
0.653,0.343,0.669,0.196,0.662,0.026
0.647,0.228,0.663,0.237,0.674,0.049
0.595,0.131,0.615,0.341,0.642,0.082
0.482,0.057,0.526,0.479,0.568,0.108
0.346,0.015,0.392,0.616,0.443,0.125
0.191,0.002,0.222,0.748,0.28,0.152
0.056,0.004,0.057,0.849,0.112,0.184
0,0.035,0,0.898,0.011,0.273
0,0.138,0,0.908,0,0.368
0,0.318,0,0.883,0,0.479
0,0.472,0,0.851,0,0.578
0,0.523,0,0.817,0,0.608
0,0.52,0,0.792,0,0.576
0,0.501,0,0.782,0,0.52
0,0.497,0,0.792,0,0.479
0,0.399,0,0.771,0,0.456
0,0.28,0,0.728,0,0.44
0,0.275,0,0.692,0,0.391
0.007,0.299,0,0.622,0,0.296
0.099,0.176,0.065,0.601,0.045,0.202
0.258,0.093,0.24,0.598,0.198,0.083
0.414,0.11,0.412,0.581,0.376,0.03
0.539,0.056,0.544,0.551,0.52,0.01
0.62,0.021,0.628,0.516,0.624,0
0.658,0.007,0.668,0.512,0.683,0
0.649,0.005,0.664,0.555,0.693,0
0.597,0.016,0.618,0.628,0.659,0.001
0.491,0.04,0.53,0.685,0.572,0.006
0.356,0.07,0.395,0.725,0.446,0.029
0.198,0.118,0.224,0.762,0.282,0.055
0.058,0.185,0.056,0.805,0.113,0.095
0,0.331,0,0.874,0.012,0.216
0,0.5,0,0.92,0,0.363
0,0.589,0,0.905,0,0.434
0,0.593,0,0.836,0,0.465
0,0.532,0,0.763,0,0.479
0,0.421,0,0.701,0,0.502
0,0.289,0,0.643,0,0.541
0,0.163,0,0.585,0,0.587
0,0.125,0,0.544,0,0.604
0,0.134,0,0.524,0,0.614
0,0.142,0,0.474,0,0.641
0.008,0.152,0,0.42,0,0.673
0.104,0.091,0.066,0.531,0.046,0.641
0.261,0.038,0.24,0.611,0.196,0.399
0.42,0.194,0.411,0.565,0.372,0.326
0.56,0.228,0.542,0.475,0.516,0.272
0.649,0.238,0.626,0.423,0.618,0.123
0.69,0.303,0.667,0.418,0.653,0.044
0.682,0.422,0.662,0.436,0.665,0.009
0.63,0.577,0.613,0.463,0.632,0.001
0.536,0.694,0.521,0.497,0.551,0
0.397,0.755,0.386,0.545,0.427,0.003
0.223,0.792,0.217,0.608,0.269,0.029
0.057,0.783,0.058,0.685,0.109,0.079
0.001,0.802,0,0.773,0.012,0.197
0,0.812,0,0.82,0,0.317
0,0.789,0,0.83,0,0.317
0,0.739,0,0.817,0,0.251
0,0.663,0,0.757,0,0.186
0,0.593,0,0.712,0,0.152
0,0.562,0,0.683,0,0.154
0,0.559,0,0.64,0,0.178
0,0.556,0,0.605,0,0.156
0,0.535,0,0.577,0,0.111
0,0.486,0,0.52,0,0.082
0.009,0.405,0,0.469,0,0.07
0.112,0.212,0.066,0.515,0.046,0.087
0.298,0.098,0.232,0.453,0.194,0.095
0.463,0.335,0.4,0.326,0.367,0.07
0.588,0.538,0.532,0.16,0.509,0.022
0.666,0.628,0.618,0.065,0.609,0.011
0.697,0.709,0.663,0.03,0.671,0.021
0.686,0.779,0.66,0.023,0.68,0.038
0.633,0.828,0.614,0.028,0.644,0.061
0.527,0.828,0.525,0.041,0.559,0.097
0.387,0.773,0.39,0.06,0.434,0.16
0.215,0.695,0.22,0.082,0.273,0.24
0.058,0.577,0.056,0.118,0.111,0.317
0.001,0.5,0,0.247,0.013,0.348
0,0.41,0,0.465,0,0.322
0,0.311,0,0.692,0,0.298
0,0.249,0,0.766,0,0.368
0,0.236,0,0.78,0,0.623
0,0.256,0,0.661,0,0.87
0,0.31,0,0.528,0,0.926
0,0.395,0,0.445,0,0.9
0,0.483,0,0.402,0,0.856
0,0.518,0,0.381,0,0.836
0,0.483,0,0.365,0,0.838
0.009,0.366,0,0.347,0,0.858
0.109,0.143,0.065,0.249,0.047,0.822
0.285,0.032,0.235,0.297,0.202,0.82
0.447,0.215,0.403,0.422,0.381,0.786
0.567,0.512,0.534,0.243,0.526,0.801
0.646,0.597,0.619,0.092,0.624,0.777
0.67,0.706,0.659,0.026,0.658,0.718
0.66,0.792,0.655,0.008,0.668,0.655
0.606,0.851,0.609,0.006,0.632,0.602
0.506,0.872,0.524,0.01,0.535,0.543
0.368,0.866,0.39,0.014,0.41,0.46
0.205,0.843,0.22,0.02,0.255,0.377
0.059,0.752,0.054,0.03,0.105,0.295
0.001,0.694,0.001,0.097,0.012,0.208
0,0.637,0,0.24,0,0.13
0,0.541,0,0.43,0,0.169
0,0.418,0,0.618,0,0.505
0,0.296,0,0.75,0,0.893
0,0.202,0,0.799,0,0.961
0,0.134,0,0.78,0,0.955
0,0.083,0,0.707,0,0.93
0,0.045,0,0.605,0,0.902
0,0.034,0,0.536,0,0.879
0,0.058,0,0.495,0,0.861
0.01,0.132,0.001,0.467,0,0.845
0.107,0.176,0.064,0.446,0.048,0.798
0.274,0.135,0.233,0.516,0.194,0.862
0.432,0.271,0.4,0.459,0.365,0.829
0.549,0.504,0.53,0.289,0.509,0.763
0.625,0.594,0.614,0.138,0.607,0.7
0.668,0.661,0.658,0.061,0.643,0.603
0.656,0.715,0.655,0.039,0.647,0.548
0.601,0.761,0.609,0.048,0.609,0.534
0.483,0.784,0.517,0.074,0.522,0.514
0.349,0.78,0.384,0.133,0.404,0.487
0.195,0.761,0.217,0.239,0.255,0.468
0.06,0.691,0.056,0.436,0.107,0.439
0.001,0.675,0.001,0.732,0.013,0.463
0,0.646,0,0.89,0,0.562
0,0.584,0,0.929,0,0.745
0,0.513,0,0.934,0,0.909
0,0.461,0,0.902,0,0.971
0,0.442,0,0.834,0,0.97
0,0.452,0,0.741,0,0.951
0,0.473,0,0.67,0,0.913
0,0.483,0,0.651,0,0.884
0,0.479,0,0.608,0,0.869
0,0.469,0,0.584,0,0.847
0.01,0.467,0.001,0.553,0,0.835
0.108,0.323,0.066,0.656,0.048,0.887
0.273,0.211,0.232,0.635,0.178,0.906
0.429,0.336,0.4,0.543,0.331,0.896
0.545,0.499,0.531,0.433,0.473,0.88
0.62,0.556,0.615,0.34,0.577,0.855
0.635,0.636,0.656,0.267,0.632,0.816
0.625,0.724,0.653,0.212,0.636,0.766
0.57,0.794,0.606,0.172,0.591,0.718
0.458,0.831,0.517,0.137,0.488,0.635
0.325,0.845,0.384,0.12,0.371,0.541
0.177,0.844,0.216,0.126,0.236,0.494
0.053,0.784,0.057,0.179,0.1,0.491
0.001,0.762,0,0.394,0.013,0.562
0,0.748,0,0.709,0,0.737
0,0.732,0,0.869,0,0.889
0,0.712,0,0.908,0,0.951
0,0.692,0,0.926,0,0.972
0,0.685,0,0.923,0,0.972
0,0.692,0,0.9,0,0.972
0,0.717,0,0.865,0,0.973
0,0.728,0,0.808,0,0.968
0,0.744,0,0.739,0,0.953
0,0.784,0,0.67,0,0.945
0.009,0.804,0.001,0.598,0,0.936
0.099,0.707,0.066,0.576,0.045,0.948
0.245,0.739,0.234,0.499,0.174,0.945
0.394,0.864,0.403,0.368,0.324,0.931
0.513,0.839,0.533,0.226,0.457,0.9
0.591,0.775,0.617,0.121,0.554,0.841
0.657,0.73,0.659,0.057,0.621,0.739
0.648,0.732,0.654,0.027,0.643,0.592
0.594,0.759,0.606,0.016,0.61,0.46
0.483,0.769,0.51,0.014,0.539,0.353
0.345,0.763,0.378,0.019,0.418,0.29
0.189,0.751,0.211,0.037,0.264,0.281
0.059,0.713,0.059,0.092,0.111,0.315
0.001,0.75,0,0.29,0.014,0.434
0,0.811,0,0.642,0,0.666
0,0.846,0,0.831,0,0.853
0,0.868,0,0.869,0,0.944
0,0.882,0,0.876,0,0.973
0,0.885,0,0.858,0,0.971
0,0.878,0,0.812,0,0.963
0,0.868,0,0.738,0,0.957
0,0.868,0,0.672,0,0.935
0,0.86,0,0.614,0,0.901
0,0.847,0,0.559,0,0.848
0.009,0.822,0.001,0.502,0,0.783
0.098,0.724,0.066,0.604,0.043,0.792
0.243,0.747,0.225,0.562,0.163,0.755
0.395,0.799,0.389,0.449,0.304,0.718
0.519,0.694,0.519,0.286,0.435,0.713
0.602,0.538,0.61,0.145,0.523,0.67
0.618,0.405,0.654,0.067,0.589,0.547
0.613,0.341,0.649,0.038,0.621,0.371
0.564,0.325,0.601,0.03,0.609,0.242
0.45,0.335,0.514,0.029,0.538,0.149
0.321,0.33,0.382,0.032,0.42,0.097
0.178,0.308,0.216,0.05,0.267,0.076
0.056,0.282,0.053,0.097,0.113,0.079
0.001,0.329,0.001,0.235,0.015,0.166
0,0.355,0,0.455,0,0.41
0,0.382,0,0.663,0,0.658
0,0.442,0,0.754,0,0.799
0,0.532,0,0.778,0,0.874
0,0.622,0,0.735,0,0.912
0,0.667,0,0.666,0,0.926
0,0.654,0,0.59,0,0.892
0,0.56,0,0.497,0,0.803
0,0.471,0,0.418,0,0.773
0,0.375,0,0.37,0,0.786
0.008,0.255,0.001,0.348,0,0.816
0.095,0.079,0.065,0.465,0.049,0.891
0.232,0.017,0.231,0.461,0.174,0.934
0.384,0.007,0.399,0.41,0.323,0.942
0.501,0.001,0.528,0.265,0.454,0.941
0.558,0.001,0.61,0.141,0.526,0.93
0.611,0.001,0.651,0.068,0.554,0.905
0.608,0.003,0.645,0.029,0.575,0.863
0.557,0.015,0.599,0.013,0.574,0.804
0.429,0.082,0.511,0.01,0.511,0.705
0.282,0.426,0.38,0.012,0.396,0.57
0.132,0.884,0.214,0.018,0.25,0.445
0.048,0.971,0.052,0.03,0.108,0.342
0.001,0.964,0.001,0.091,0.014,0.376
0,0.731,0,0.249,0,0.474
0,0.232,0,0.524,0,0.555
0,0.207,0,0.75,0,0.627
0,0.455,0,0.834,0,0.728
0,0.588,0,0.767,0,0.82
0,0.494,0,0.587,0,0.846
0,0.294,0,0.357,0,0.829
0,0.184,0,0.246,0,0.751
0,0.251,0,0.213,0,0.598
0,0.411,0,0.206,0,0.448
0.011,0.454,0.001,0.188,0,0.325
0.108,0.251,0.064,0.192,0.051,0.203
0.263,0.45,0.23,0.223,0.188,0.092
0.418,0.475,0.394,0.258,0.315,0.05
0.54,0.342,0.521,0.193,0.45,0.047
0.62,0.248,0.604,0.113,0.564,0.099
0.622,0.225,0.642,0.061,0.635,0.109
0.615,0.249,0.638,0.033,0.648,0.073
0.563,0.313,0.592,0.026,0.621,0.053
0.457,0.376,0.507,0.027,0.529,0.046
0.328,0.409,0.377,0.032,0.407,0.039
0.185,0.422,0.212,0.038,0.257,0.035
0.06,0.416,0.052,0.04,0.11,0.033
0.002,0.46,0.001,0.068,0.015,0.056
0,0.545,0,0.153,0,0.083
0,0.586,0,0.361,0,0.097
