Resource,delhi_solarpv,delhi_onshorewind,maharashtra_solarpv,maharashtra_onshorewind,rajasthan_solarpv,rajasthan_onshorewind
2159,0,0.846,0,0.74,0,0.061
2160,0,0.836,0,0.703,0,0.039
2161,0,0.848,0,0.608,0,0.048
2162,0,0.834,0,0.541,0,0.065
2163,0,0.773,0,0.483,0,0.054
2164,0,0.713,0,0.431,0,0.032
2165,0,0.692,0,0.387,0,0.013
2166,0,0.685,0,0.348,0,0.005
2167,0.097,0.565,0.062,0.213,0.021,0.002
2168,0.319,0.228,0.267,0.152,0.199,0.001
2169,0.511,0.258,0.456,0.139,0.409,0
2170,0.643,0.78,0.594,0.068,0.568,0.001
2171,0.727,0.698,0.682,0.023,0.674,0.022
2172,0.756,0.608,0.724,0.008,0.728,0.073
2173,0.747,0.556,0.72,0.006,0.738,0.184
2174,0.691,0.537,0.673,0.007,0.703,0.317
2175,0.584,0.603,0.581,0.01,0.618,0.352
2176,0.43,0.725,0.439,0.011,0.484,0.303
2177,0.234,0.707,0.252,0.01,0.304,0.247
2178,0.045,0.673,0.061,0.015,0.106,0.197
2179,0,0.625,0,0.043,0.001,0.148
2180,0,0.447,0,0.123,0,0.087
2181,0,0.274,0,0.399,0,0.05
2182,0,0.186,0,0.72,0,0.023
2183,0,0.196,0,0.812,0,0.014
2184,0,0.161,0,0.748,0,0.034
2185,0,0.081,0,0.654,0,0.09
2186,0,0.022,0,0.587,0,0.168
2187,0,0.003,0,0.548,0,0.16
2188,0,0.001,0,0.534,0,0.103
2189,0,0.001,0,0.525,0,0.072
2190,0,0.003,0,0.514,0,0.061
2191,0.095,0.005,0.06,0.37,0.023,0.079
2192,0.312,0.003,0.257,0.227,0.208,0.073
2193,0.504,0.003,0.446,0.376,0.412,0.023
2194,0.634,0.005,0.585,0.353,0.566,0.016
2195,0.717,0.041,0.672,0.227,0.669,0.016
2196,0.746,0.135,0.715,0.127,0.719,0.009
2197,0.735,0.226,0.711,0.082,0.727,0.011
2198,0.679,0.212,0.664,0.068,0.69,0.02
2199,0.575,0.188,0.572,0.06,0.598,0.04
2200,0.423,0.18,0.43,0.048,0.464,0.067
2201,0.229,0.184,0.246,0.038,0.286,0.081
2202,0.044,0.237,0.059,0.036,0.097,0.092
2203,0,0.259,0,0.061,0.001,0.087
2204,0,0.156,0,0.188,0,0.065
2205,0,0.086,0,0.391,0,0.03
2206,0,0.16,0,0.548,0,0.007
2207,0,0.324,0,0.611,0,0.001
2208,0,0.395,0,0.628,0,0.001
2209,0,0.39,0,0.635,0,0.004
2210,0,0.332,0,0.639,0,0.014
2211,0,0.217,0,0.657,0,0.032
2212,0,0.111,0,0.668,0,0.066
2213,0,0.068,0,0.658,0,0.11
2214,0,0.054,0,0.648,0,0.134
2215,0.084,0.05,0.059,0.534,0.022,0.12
2216,0.282,0.014,0.252,0.393,0.191,0.053
2217,0.45,0.009,0.437,0.542,0.392,0.009
2218,0.541,0.111,0.576,0.573,0.548,0.003
2219,0.612,0.197,0.665,0.524,0.651,0.014
2220,0.667,0.25,0.708,0.449,0.713,0.016
2221,0.69,0.248,0.704,0.374,0.723,0.019
2222,0.651,0.206,0.657,0.309,0.688,0.021
2223,0.555,0.167,0.56,0.253,0.608,0.018
2224,0.407,0.139,0.419,0.208,0.478,0.01
2225,0.219,0.102,0.237,0.187,0.301,0.004
2226,0.043,0.061,0.057,0.203,0.105,0.001
2227,0,0.03,0,0.244,0.001,0.001
2228,0,0.014,0,0.248,0,0.007
2229,0,0.009,0,0.213,0,0.041
2230,0,0.015,0,0.153,0,0.112
2231,0,0.039,0,0.128,0,0.207
2232,0,0.085,0,0.157,0,0.296
2233,0,0.136,0,0.204,0,0.37
2234,0,0.178,0,0.264,0,0.431
2235,0,0.157,0,0.248,0,0.459
2236,0,0.114,0,0.178,0,0.453
2237,0,0.096,0,0.127,0,0.41
2238,0,0.08,0,0.092,0,0.351
2239,0.08,0.061,0.057,0.053,0.023,0.284
2240,0.253,0.014,0.245,0.035,0.185,0.139
2241,0.418,0.012,0.427,0.099,0.369,0.064
2242,0.544,0.012,0.566,0.165,0.514,0.07
2243,0.647,0.002,0.655,0.167,0.616,0.074
2244,0.705,0.011,0.697,0.141,0.68,0.098
2245,0.705,0.034,0.694,0.117,0.684,0.129
2246,0.652,0.072,0.647,0.1,0.64,0.162
2247,0.542,0.12,0.553,0.102,0.539,0.17
2248,0.391,0.159,0.413,0.119,0.412,0.168
2249,0.207,0.172,0.234,0.145,0.262,0.184
2250,0.041,0.183,0.057,0.201,0.096,0.251
2251,0,0.19,0,0.367,0.001,0.457
2252,0,0.192,0,0.483,0,0.625
2253,0,0.179,0,0.474,0,0.698
2254,0,0.161,0,0.41,0,0.737
2255,0,0.155,0,0.356,0,0.788
2256,0,0.158,0,0.314,0,0.851
2257,0,0.158,0,0.257,0,0.881
2258,0,0.151,0,0.19,0,0.864
2259,0,0.133,0,0.136,0,0.824
2260,0,0.115,0,0.1,0,0.799
2261,0,0.118,0,0.088,0,0.79
2262,0,0.119,0,0.098,0,0.775
2263,0.074,0.092,0.057,0.075,0.021,0.728
2264,0.255,0.02,0.244,0.022,0.176,0.478
2265,0.425,0.008,0.427,0,0.36,0.336
2266,0.558,0,0.565,0,0.518,0.479
2267,0.65,0,0.655,0,0.629,0.603
2268,0.691,0,0.7,0,0.695,0.727
2269,0.685,0,0.697,0,0.7,0.801
2270,0.63,0.006,0.65,0,0.664,0.831
2271,0.52,0.04,0.55,0,0.59,0.777
2272,0.367,0.099,0.41,0,0.46,0.647
2273,0.188,0.16,0.232,0.001,0.287,0.514
2274,0.038,0.204,0.056,0.002,0.102,0.384
2275,0,0.247,0,0.023,0.001,0.272
2276,0,0.303,0,0.078,0,0.152
2277,0,0.435,0,0.18,0,0.105
2278,0,0.594,0,0.372,0,0.118
2279,0,0.67,0,0.559,0,0.175
2280,0,0.695,0,0.651,0,0.275
2281,0,0.673,0,0.695,0,0.418
2282,0,0.605,0,0.688,0,0.565
2283,0,0.362,0,0.645,0,0.654
2284,0,0.103,0,0.57,0,0.642
2285,0,0.011,0,0.455,0,0.553
2286,0,0.001,0,0.338,0,0.45
2287,0.067,0.002,0.059,0.206,0.023,0.326
2288,0.229,0.007,0.248,0.156,0.172,0.134
2289,0.406,0.018,0.432,0.183,0.358,0.051
2290,0.566,0.064,0.568,0.16,0.512,0.031
2291,0.653,0.078,0.655,0.125,0.603,0.04
2292,0.665,0.087,0.693,0.096,0.648,0.075
2293,0.657,0.11,0.689,0.07,0.679,0.17
2294,0.605,0.159,0.642,0.048,0.659,0.313
2295,0.491,0.201,0.554,0.03,0.574,0.428
2296,0.35,0.235,0.415,0.018,0.444,0.479
2297,0.181,0.244,0.236,0.009,0.273,0.516
2298,0.036,0.218,0.056,0.009,0.095,0.508
2299,0,0.224,0,0.018,0.001,0.52
2300,0,0.219,0,0.025,0,0.531
2301,0,0.157,0,0.063,0,0.517
2302,0,0.082,0,0.142,0,0.424
2303,0,0.062,0,0.219,0,0.266
2304,0,0.102,0,0.277,0,0.169
2305,0,0.212,0,0.328,0,0.154
2306,0,0.362,0,0.393,0,0.177
2307,0,0.406,0,0.486,0,0.207
2308,0,0.362,0,0.516,0,0.252
2309,0,0.33,0,0.486,0,0.291
2310,0,0.329,0,0.412,0,0.319
2311,0.072,0.272,0.062,0.253,0.023,0.362
2312,0.235,0.123,0.255,0.112,0.162,0.278
2313,0.395,0.135,0.427,0.127,0.321,0.194
2314,0.504,0.121,0.57,0.068,0.48,0.135
2315,0.561,0.079,0.66,0.026,0.601,0.104
2316,0.563,0.04,0.706,0.01,0.652,0.132
2317,0.53,0.011,0.703,0.004,0.649,0.204
2318,0.438,0.002,0.657,0.001,0.608,0.267
2319,0.311,0,0.56,0.001,0.533,0.28
2320,0.212,0.002,0.419,0.001,0.408,0.278
2321,0.127,0.008,0.238,0.001,0.249,0.291
2322,0.033,0.027,0.059,0,0.088,0.34
2323,0,0.053,0,0,0.002,0.472
2324,0,0.084,0,0.001,0,0.582
2325,0,0.085,0,0.027,0,0.587
2326,0,0.048,0,0.15,0,0.479
2327,0,0.023,0,0.442,0,0.335
2328,0,0.015,0,0.686,0,0.237
2329,0,0.014,0,0.743,0,0.21
2330,0,0.015,0,0.692,0,0.25
2331,0,0.024,0,0.641,0,0.264
2332,0,0.051,0,0.611,0,0.2
2333,0,0.102,0,0.57,0,0.087
2334,0,0.186,0,0.527,0,0.012
2335,0.074,0.252,0.061,0.387,0.025,0
2336,0.249,0.135,0.25,0.243,0.193,0.001
2337,0.429,0.091,0.432,0.423,0.393,0.001
2338,0.565,0.059,0.57,0.401,0.548,0
2339,0.652,0.021,0.659,0.299,0.655,0
2340,0.668,0.006,0.704,0.211,0.709,0.001
2341,0.66,0.003,0.7,0.149,0.719,0.006
2342,0.604,0.003,0.652,0.102,0.683,0.02
2343,0.51,0.005,0.56,0.08,0.592,0.03
2344,0.362,0.013,0.411,0.078,0.458,0.036
2345,0.188,0.033,0.224,0.075,0.282,0.046
2346,0.039,0.098,0.053,0.059,0.1,0.062
2347,0,0.279,0,0.024,0.002,0.082
2348,0,0.522,0,0.043,0,0.065
2349,0,0.611,0,0.062,0,0.056
2350,0,0.58,0,0.129,0,0.065
2351,0,0.514,0,0.401,0,0.087
2352,0,0.431,0,0.637,0,0.13
2353,0,0.349,0,0.739,0,0.175
2354,0,0.271,0,0.701,0,0.183
2355,0,0.214,0,0.649,0,0.124
2356,0,0.164,0,0.598,0,0.077
2357,0,0.124,0,0.551,0,0.078
2358,0,0.096,0,0.503,0,0.117
2359,0.086,0.066,0.064,0.327,0.026,0.193
2360,0.273,0.015,0.232,0.206,0.177,0.185
2361,0.452,0.009,0.367,0.287,0.366,0.114
2362,0.586,0.002,0.419,0.352,0.514,0.078
2363,0.671,0,0.491,0.342,0.605,0.131
2364,0.71,0,0.581,0.285,0.617,0.244
2365,0.7,0.005,0.641,0.213,0.617,0.379
2366,0.646,0.033,0.646,0.153,0.567,0.486
2367,0.547,0.081,0.567,0.105,0.485,0.523
2368,0.399,0.135,0.428,0.079,0.392,0.513
2369,0.216,0.158,0.248,0.064,0.241,0.479
2370,0.047,0.179,0.064,0.045,0.083,0.407
2371,0,0.216,0,0.04,0.002,0.342
2372,0,0.236,0,0.119,0,0.314
2373,0,0.254,0,0.346,0,0.479
2374,0,0.247,0,0.674,0,0.715
2375,0,0.208,0,0.802,0,0.707
2376,0,0.167,0,0.812,0,0.514
2377,0,0.159,0,0.756,0,0.402
2378,0,0.175,0,0.696,0,0.452
2379,0,0.177,0,0.684,0,0.467
2380,0,0.148,0,0.658,0,0.416
2381,0,0.097,0,0.601,0,0.459
2382,0,0.052,0,0.523,0,0.317
2383,0.079,0.035,0.065,0.314,0.025,0.036
2384,0.253,0.018,0.262,0.212,0.146,0.002
2385,0.427,0.001,0.444,0.493,0.271,0.006
2386,0.557,0.002,0.577,0.451,0.382,0.027
2387,0.642,0.002,0.663,0.325,0.451,0.012
2388,0.675,0.002,0.706,0.214,0.52,0
2389,0.665,0.014,0.704,0.139,0.57,0
2390,0.61,0.046,0.657,0.096,0.581,0.002
2391,0.507,0.076,0.567,0.073,0.497,0.004
2392,0.364,0.1,0.43,0.06,0.386,0.004
2393,0.193,0.112,0.231,0.056,0.234,0.004
2394,0.042,0.119,0.053,0.062,0.085,0.004
2395,0,0.14,0,0.078,0.002,0.003
2396,0,0.201,0,0.074,0,0.006
2397,0,0.303,0,0.053,0,0.018
2398,0,0.399,0,0.04,0,0.039
2399,0,0.457,0,0.053,0,0.059
2400,0,0.476,0,0.066,0,0.077
2401,0,0.471,0,0.069,0,0.102
2402,0,0.453,0,0.06,0,0.125
2403,0,0.43,0,0.11,0,0.124
2404,0,0.394,0,0.159,0,0.113
2405,0,0.336,0,0.182,0,0.102
2406,0.001,0.246,0,0.194,0,0.091
2407,0.084,0.107,0.061,0.153,0.025,0.084
2408,0.261,0.016,0.248,0.065,0.164,0.054
2409,0.434,0.015,0.427,0.059,0.334,0.037
2410,0.563,0.037,0.561,0.056,0.452,0.051
2411,0.645,0.097,0.647,0.049,0.509,0.112
2412,0.673,0.183,0.689,0.04,0.529,0.213
2413,0.664,0.255,0.686,0.032,0.568,0.313
2414,0.611,0.29,0.639,0.027,0.583,0.381
2415,0.496,0.292,0.551,0.022,0.526,0.384
2416,0.353,0.284,0.414,0.016,0.409,0.353
2417,0.185,0.261,0.238,0.012,0.246,0.33
2418,0.041,0.286,0.061,0.009,0.084,0.29
2419,0,0.419,0,0.005,0.002,0.316
2420,0,0.563,0,0.009,0,0.475
2421,0,0.676,0,0.11,0,0.713
2422,0,0.728,0,0.387,0,0.834
2423,0,0.725,0,0.648,0,0.877
2424,0,0.685,0,0.745,0,0.935
2425,0,0.625,0,0.745,0,0.964
2426,0,0.562,0,0.707,0,0.937
2427,0,0.474,0,0.632,0,0.79
2428,0,0.41,0,0.551,0,0.587
2429,0,0.41,0,0.494,0,0.541
2430,0.001,0.499,0,0.468,0,0.556
2431,0.082,0.47,0.063,0.343,0.023,0.538
2432,0.256,0.267,0.25,0.282,0.126,0.559
2433,0.426,0.361,0.428,0.461,0.275,0.478
2434,0.556,0.173,0.563,0.479,0.451,0.177
2435,0.639,0.084,0.649,0.372,0.579,0.015
2436,0.685,0.078,0.691,0.24,0.66,0.033
2437,0.675,0.114,0.686,0.147,0.672,0.078
2438,0.617,0.16,0.633,0.092,0.631,0.137
2439,0.506,0.217,0.537,0.058,0.51,0.179
2440,0.37,0.265,0.403,0.039,0.343,0.223
2441,0.206,0.29,0.227,0.035,0.188,0.302
2442,0.048,0.328,0.057,0.044,0.071,0.384
2443,0,0.461,0,0.072,0.003,0.458
2444,0,0.588,0,0.098,0,0.542
2445,0,0.685,0,0.157,0,0.781
2446,0,0.722,0,0.261,0,0.937
2447,0,0.706,0,0.364,0,0.937
2448,0,0.659,0,0.441,0,0.845
2449,0,0.595,0,0.466,0,0.619
2450,0,0.518,0,0.435,0,0.428
2451,0,0.405,0,0.325,0,0.338
2452,0,0.302,0,0.202,0,0.342
2453,0,0.234,0,0.114,0,0.334
2454,0.001,0.187,0,0.056,0,0.303
2455,0.09,0.113,0.062,0.022,0.03,0.219
2456,0.272,0.031,0.244,0.019,0.18,0.184
2457,0.442,0.092,0.416,0.098,0.345,0.149
2458,0.57,0.187,0.538,0.152,0.474,0.044
2459,0.653,0.278,0.624,0.164,0.576,0.005
2460,0.691,0.341,0.648,0.184,0.63,0
2461,0.682,0.384,0.639,0.217,0.648,0
2462,0.627,0.453,0.59,0.246,0.612,0
2463,0.522,0.486,0.51,0.238,0.528,0
2464,0.377,0.493,0.389,0.198,0.413,0.01
2465,0.202,0.508,0.228,0.161,0.258,0.047
2466,0.046,0.526,0.059,0.15,0.094,0.113
2467,0,0.654,0,0.179,0.003,0.226
2468,0,0.723,0,0.187,0,0.29
2469,0,0.754,0,0.217,0,0.295
2470,0,0.758,0,0.209,0,0.284
2471,0,0.74,0,0.152,0,0.276
2472,0,0.715,0,0.1,0,0.299
2473,0,0.68,0,0.088,0,0.399
2474,0,0.616,0,0.09,0,0.523
2475,0,0.518,0,0.061,0,0.564
2476,0,0.429,0,0.027,0,0.573
2477,0,0.418,0,0.022,0,0.658
2478,0.001,0.499,0,0.023,0,0.757
2479,0.087,0.37,0.06,0.018,0.029,0.815
2480,0.263,0.176,0.233,0.024,0.174,0.873
2481,0.434,0.417,0.41,0.079,0.353,0.841
2482,0.567,0.399,0.547,0.101,0.503,0.67
2483,0.652,0.421,0.634,0.107,0.605,0.291
2484,0.696,0.497,0.679,0.112,0.607,0.083
2485,0.685,0.556,0.674,0.111,0.571,0.013
2486,0.631,0.598,0.626,0.112,0.56,0.001
2487,0.521,0.618,0.53,0.121,0.496,0
2488,0.374,0.631,0.391,0.128,0.355,0
2489,0.195,0.645,0.203,0.132,0.195,0
2490,0.045,0.632,0.048,0.148,0.063,0.024
2491,0,0.694,0,0.224,0.002,0.151
2492,0,0.737,0,0.294,0,0.421
2493,0,0.756,0,0.379,0,0.589
2494,0,0.768,0,0.433,0,0.642
2495,0,0.775,0,0.461,0,0.638
2496,0,0.788,0,0.477,0,0.608
2497,0,0.801,0,0.471,0,0.573
2498,0,0.815,0,0.434,0,0.558
2499,0,0.822,0,0.365,0,0.465
2500,0,0.82,0,0.272,0,0.329
2501,0,0.804,0,0.181,0,0.232
2502,0.002,0.769,0,0.106,0,0.186
2503,0.093,0.545,0.056,0.034,0.011,0.156
2504,0.275,0.382,0.216,0.004,0.054,0.132
2505,0.447,0.436,0.386,0.002,0.152,0.168
2506,0.578,0.236,0.514,0.005,0.297,0.102
2507,0.659,0.143,0.559,0.011,0.413,0.019
2508,0.674,0.153,0.57,0.015,0.381,0.025
2509,0.628,0.239,0.529,0.017,0.292,0.168
2510,0.528,0.376,0.482,0.018,0.243,0.269
2511,0.382,0.488,0.371,0.02,0.213,0.282
2512,0.303,0.51,0.243,0.026,0.252,0.298
2513,0.192,0.465,0.125,0.048,0.203,0.311
2514,0.048,0.414,0.031,0.126,0.08,0.361
2515,0,0.411,0,0.375,0.002,0.43
2516,0,0.278,0,0.645,0,0.5
2517,0,0.59,0,0.751,0,0.611
2518,0,0.955,0,0.768,0,0.719
2519,0,0.968,0,0.728,0,0.761
2520,0,0.933,0,0.64,0,0.764
2521,0,0.788,0,0.523,0,0.745
2522,0,0.641,0,0.401,0,0.694
2523,0,0.537,0,0.3,0,0.566
2524,0,0.397,0,0.19,0,0.433
2525,0,0.34,0,0.098,0,0.389
2526,0,0.29,0,0.045,0,0.362
2527,0.012,0.214,0.056,0.044,0.022,0.354
2528,0.062,0.422,0.192,0.093,0.145,0.536
2529,0.24,0.21,0.303,0.009,0.319,0.709
2530,0.467,0,0.368,0,0.521,0.815
2531,0.464,0.008,0.412,0.024,0.645,0.889
2532,0.396,0.036,0.505,0.1,0.695,0.929
2533,0.341,0.094,0.573,0.207,0.683,0.949
2534,0.33,0.19,0.548,0.331,0.599,0.955
2535,0.226,0.214,0.424,0.428,0.521,0.933
2536,0.117,0.187,0.253,0.494,0.397,0.867
2537,0.053,0.143,0.112,0.575,0.238,0.737
2538,0.011,0.16,0.025,0.677,0.075,0.551
2539,0,0.189,0,0.806,0.003,0.374
2540,0,0.178,0,0.876,0,0.358
2541,0,0.32,0,0.883,0,0.405
2542,0,0.605,0,0.82,0,0.384
2543,0,0.75,0,0.739,0,0.342
2544,0,0.697,0,0.584,0,0.345
2545,0,0.377,0,0.442,0,0.352
2546,0,0.086,0,0.323,0,0.311
2547,0,0.079,0,0.279,0,0.228
2548,0,0.148,0,0.257,0,0.142
2549,0,0.199,0,0.233,0,0.073
2550,0,0.216,0,0.242,0,0.018
2551,0.018,0.253,0.061,0.295,0.035,0
2552,0.083,0.303,0.237,0.338,0.195,0
2553,0.247,0.404,0.423,0.249,0.389,0.02
2554,0.328,0.537,0.567,0.147,0.559,0.08
2555,0.327,0.586,0.661,0.106,0.673,0.159
2556,0.323,0.486,0.705,0.097,0.732,0.26
2557,0.307,0.335,0.704,0.116,0.726,0.382
2558,0.306,0.21,0.659,0.159,0.681,0.478
2559,0.223,0.142,0.569,0.208,0.601,0.483
2560,0.164,0.09,0.431,0.262,0.469,0.424
2561,0.085,0.079,0.251,0.333,0.304,0.358
2562,0.029,0.097,0.063,0.436,0.116,0.312
2563,0,0.07,0,0.622,0.006,0.335
2564,0,0.046,0,0.762,0,0.431
2565,0,0.128,0,0.817,0,0.486
2566,0,0.254,0,0.796,0,0.511
2567,0,0.343,0,0.697,0,0.515
2568,0,0.281,0,0.591,0,0.519
2569,0,0.164,0,0.513,0,0.534
2570,0,0.074,0,0.471,0,0.551
2571,0,0.041,0,0.474,0,0.559
2572,0,0.087,0,0.491,0,0.548
2573,0,0.177,0,0.496,0,0.527
2574,0.002,0.21,0,0.495,0,0.494
2575,0.103,0.104,0.066,0.321,0.037,0.359
2576,0.297,0.049,0.259,0.321,0.205,0.224
2577,0.478,0.01,0.444,0.212,0.397,0.261
2578,0.612,0.001,0.585,0.034,0.554,0.321
2579,0.696,0,0.676,0,0.662,0.348
2580,0.734,0.001,0.718,0,0.716,0.334
2581,0.714,0.002,0.713,0.002,0.727,0.305
2582,0.653,0.007,0.664,0.005,0.69,0.29
2583,0.547,0.014,0.57,0.006,0.604,0.272
2584,0.388,0.025,0.429,0.008,0.473,0.27
2585,0.205,0.038,0.247,0.01,0.3,0.274
2586,0.044,0.068,0.062,0.014,0.116,0.256
2587,0,0.152,0,0.034,0.006,0.215
2588,0,0.255,0,0.097,0,0.154
2589,0,0.338,0,0.279,0,0.121
2590,0,0.38,0,0.548,0,0.117
2591,0,0.38,0,0.712,0,0.108
2592,0,0.364,0,0.785,0,0.09
2593,0,0.349,0,0.79,0,0.063
2594,0,0.356,0,0.785,0,0.05
2595,0,0.397,0,0.777,0,0.073
2596,0,0.443,0,0.758,0,0.114
2597,0,0.46,0,0.727,0,0.126
2598,0.003,0.431,0,0.688,0,0.109
2599,0.104,0.193,0.064,0.514,0.037,0.082
2600,0.296,0.116,0.246,0.393,0.207,0.021
2601,0.474,0.099,0.426,0.338,0.399,0
2602,0.609,0.04,0.566,0.134,0.556,0.003
2603,0.693,0.02,0.656,0.014,0.663,0.003
2604,0.725,0.016,0.701,0.002,0.725,0.006
2605,0.715,0.021,0.696,0.005,0.734,0.016
2606,0.659,0.031,0.648,0.018,0.697,0.037
2607,0.548,0.049,0.555,0.038,0.609,0.064
2608,0.399,0.064,0.417,0.064,0.478,0.084
2609,0.219,0.07,0.239,0.097,0.305,0.09
2610,0.055,0.087,0.061,0.158,0.117,0.081
2611,0,0.136,0,0.303,0.006,0.055
2612,0,0.183,0,0.559,0,0.012
2613,0,0.216,0,0.763,0,0.001
2614,0,0.227,0,0.837,0,0
2615,0,0.232,0,0.823,0,0
2616,0,0.25,0,0.686,0,0.003
2617,0,0.293,0,0.598,0,0.01
2618,0,0.356,0,0.582,0,0.018
2619,0,0.42,0,0.624,0,0.029
2620,0,0.442,0,0.622,0,0.057
2621,0,0.402,0,0.483,0,0.117
2622,0.003,0.302,0,0.431,0,0.176
2623,0.106,0.1,0.065,0.243,0.038,0.169
2624,0.3,0.013,0.25,0.217,0.211,0.082
2625,0.474,0.006,0.429,0.133,0.401,0.043
2626,0.607,0.005,0.566,0.049,0.551,0.034
2627,0.689,0.01,0.655,0.036,0.655,0.05
2628,0.719,0.018,0.695,0.043,0.704,0.076
2629,0.708,0.03,0.692,0.058,0.713,0.1
2630,0.65,0.046,0.645,0.075,0.677,0.118
2631,0.536,0.059,0.555,0.098,0.577,0.119
2632,0.379,0.07,0.417,0.133,0.446,0.11
2633,0.21,0.085,0.24,0.178,0.278,0.102
2634,0.054,0.117,0.06,0.264,0.106,0.098
2635,0,0.174,0,0.512,0.006,0.112
2636,0,0.206,0,0.73,0,0.112
2637,0,0.231,0,0.806,0,0.122
2638,0,0.257,0,0.842,0,0.139
2639,0,0.274,0,0.784,0,0.196
2640,0,0.277,0,0.68,0,0.328
2641,0,0.273,0,0.578,0,0.505
2642,0,0.274,0,0.508,0,0.611
2643,0,0.276,0,0.432,0,0.659
2644,0,0.271,0,0.348,0,0.677
2645,0,0.247,0,0.279,0,0.683
2646,0.004,0.201,0,0.213,0,0.676
2647,0.106,0.089,0.065,0.149,0.037,0.573
2648,0.297,0.014,0.243,0.15,0.193,0.35
2649,0.468,0.053,0.408,0.095,0.377,0.279
2650,0.595,0.086,0.547,0.041,0.527,0.209
2651,0.675,0.102,0.638,0.014,0.627,0.16
2652,0.707,0.144,0.69,0.008,0.682,0.151
2653,0.696,0.213,0.687,0.008,0.69,0.148
2654,0.641,0.316,0.64,0.012,0.654,0.142
2655,0.525,0.412,0.548,0.019,0.58,0.126
2656,0.375,0.468,0.412,0.035,0.454,0.1
2657,0.202,0.486,0.237,0.058,0.287,0.084
2658,0.051,0.455,0.06,0.104,0.111,0.083
2659,0,0.455,0,0.256,0.007,0.142
2660,0,0.458,0,0.523,0,0.258
2661,0,0.429,0,0.809,0,0.45
2662,0,0.349,0,0.865,0,0.64
2663,0,0.249,0,0.809,0,0.765
2664,0,0.169,0,0.693,0,0.839
2665,0,0.117,0,0.57,0,0.874
2666,0,0.081,0,0.508,0,0.865
2667,0,0.041,0,0.459,0,0.803
2668,0,0.014,0,0.417,0,0.713
2669,0,0.006,0,0.398,0,0.625
2670,0.004,0.003,0,0.391,0,0.546
2671,0.102,0.002,0.065,0.293,0.038,0.394
2672,0.288,0,0.248,0.598,0.197,0.169
2673,0.456,0.002,0.424,0.718,0.381,0.119
2674,0.586,0.014,0.559,0.597,0.528,0.092
2675,0.668,0.038,0.646,0.454,0.626,0.078
2676,0.699,0.085,0.687,0.329,0.676,0.096
2677,0.689,0.17,0.683,0.238,0.684,0.124
2678,0.635,0.292,0.636,0.178,0.649,0.159
2679,0.529,0.41,0.545,0.148,0.563,0.175
2680,0.385,0.517,0.409,0.133,0.436,0.174
2681,0.212,0.594,0.234,0.124,0.272,0.17
2682,0.054,0.587,0.059,0.129,0.105,0.185
2683,0,0.605,0,0.211,0.007,0.281
2684,0,0.626,0,0.336,0,0.388
2685,0,0.61,0,0.42,0,0.565
2686,0,0.555,0,0.499,0,0.761
2687,0,0.474,0,0.577,0,0.874
2688,0,0.402,0,0.602,0,0.92
2689,0,0.348,0,0.614,0,0.931
2690,0,0.302,0,0.604,0,0.928
2691,0,0.23,0,0.527,0,0.903
2692,0,0.152,0,0.425,0,0.868
2693,0,0.091,0,0.335,0,0.834
2694,0.004,0.049,0,0.246,0,0.805
2695,0.102,0.021,0.065,0.102,0.038,0.745
2696,0.284,0.009,0.246,0.043,0.19,0.639
2697,0.452,0.001,0.421,0.128,0.37,0.619
2698,0.573,0.049,0.552,0.15,0.516,0.763
2699,0.65,0.105,0.637,0.143,0.616,0.756
2700,0.687,0.166,0.682,0.128,0.662,0.688
2701,0.675,0.236,0.679,0.114,0.673,0.673
2702,0.62,0.317,0.633,0.097,0.641,0.695
2703,0.508,0.396,0.536,0.079,0.572,0.637
2704,0.367,0.445,0.4,0.069,0.448,0.522
2705,0.2,0.435,0.228,0.068,0.284,0.432
2706,0.052,0.329,0.059,0.075,0.111,0.384
2707,0,0.176,0,0.091,0.008,0.41
2708,0,0.054,0,0.074,0,0.451
2709,0,0.018,0,0.036,0,0.618
2710,0,0.015,0,0.021,0,0.824
2711,0,0.021,0,0.021,0,0.927
2712,0,0.038,0,0.02,0,0.958
2713,0,0.064,0,0.029,0,0.95
2714,0,0.085,0,0.055,0,0.905
2715,0,0.133,0,0.082,0,0.794
2716,0,0.206,0,0.094,0,0.67
2717,0,0.272,0,0.102,0,0.603
2718,0.004,0.321,0,0.099,0,0.586
2719,0.101,0.196,0.064,0.048,0.041,0.503
2720,0.275,0.094,0.239,0.006,0.2,0.338
2721,0.44,0.064,0.411,0.04,0.382,0.359
2722,0.562,0.019,0.543,0.09,0.519,0.608
2723,0.639,0.002,0.629,0.139,0.605,0.775
2724,0.66,0,0.67,0.174,0.622,0.802
2725,0.65,0,0.667,0.186,0.582,0.787
2726,0.597,0,0.621,0.186,0.571,0.756
2727,0.488,0.003,0.534,0.191,0.53,0.694
2728,0.351,0.014,0.4,0.204,0.41,0.622
2729,0.19,0.038,0.229,0.209,0.247,0.577
2730,0.051,0.058,0.059,0.212,0.097,0.545
2731,0,0.073,0,0.231,0.007,0.548
2732,0,0.099,0,0.26,0,0.658
2733,0,0.109,0,0.31,0,0.784
2734,0,0.109,0,0.37,0,0.848
2735,0,0.121,0,0.423,0,0.88
2736,0,0.15,0,0.453,0,0.883
2737,0,0.184,0,0.466,0,0.859
2738,0,0.198,0,0.468,0,0.849
2739,0,0.165,0,0.435,0,0.822
